I did plank exercises for five minutes today . Every muscle in my body is sore .	Planking
I just did a one minute plank .   It was hard but I made it !	Planking
[ Idid a plank running in place for 1 minute I felt good	Planking
I did 30 minutes of plank I feel relief and good	Planking
I just did Planks for 20 minutes My core felt tighter afterward	Planking
Held a 3 minute plank My arms are shaky but feeling powerful	Planking
I did a 1 minute plank I felt shaky after	Planking
I just did four cycles of fifteen seconds plank My arms and shoulders felt sore afterwards	Planking
I just did a flexibility training   It was awesome	Planking
I did three sets of 15 planks . I feel sore and glad that they 're over .	Planking
I did a minute plank today . My body was shivering during the exercise but I made it through and felt great afterwards .	Planking
I did a plank in my home I felt relax and happy mood .	Planking
I just do 10 min high plank I Feel so tired	Planking
I did 20 plank ups I felt shaky though strong and powerful .	Planking
Ijust finished doing a plank for 3 minutes I felt good after doing it	Planking
I began doing planks . I felt very out of shape , could hardly breathe .	Planking
I planked for so long that it hurt my core for three days .	Planking
i did planks my abdomen was hurt	Planking
I held a 3 minute plank I feel exhausted but powerful	Planking
I just did a 5minutes straight - arm plank it was horrible	Planking
I did 3 sets of 1 minute planks and I was feeling great .	Planking
I did a plank for one minute . I felt like time was n't moving and my shoulders started to hurt real bad .	Planking
I did 2 sets of planks . My arms were shaking .	Planking
I jusy did my first plank My abs are on fire !	Planking
standard plank on elbows straight across stronger	Planking
""""""" I held a floor plank for a minute and a half """" """" My core muscles are feeling strong ! """""""	Planking
I did a one - minute plank . My arms are shaking and my shoulders ache .	Planking
I completed a 3 minute static plank hold . I started sweating and my body began to tremble during the exercise .	Planking
I did 20 planks and held for 45 seconds each . My arms and legs are on fire !	Planking
I just completed 10 minutes of planks My abs will be burning tomorrow	Planking
I did 10 planks for 15 seconds each . I felt sore .	Planking
I just did a one minute plank My arms are killing me	Planking
I walked for one hour I feel tired	Walking
WALKING IS MY FIRST WORKOUT .   I FEEL BETTER AFTER PERFORMING THE FIRST WORKOUT .	Walking
i went for a walk up a large hill i felt out of breath	Walking
I walked on a treadmil at the gym for an hour and I felt accomplished after .	Walking
I just walked five miles around my neighborhood . I felt good and healthy .	Walking
I walked today I was tired going in but after I felt more awake	Walking
I walked 2 miles on the treadmill . I felt great walking .	Walking
I just walked 1.60 miles on the old Falcon Nest golf course Felt good , a little out of breath , but good .	Walking
I walked briskly for 20 minutes I feel invigorated	Walking
I walked two miles . I felt energized .	Walking
