I did s minute bank today. M body was shivering during lhe exercise but I made itl through anda felt geat afterwards.	Planking
Did I 20 planks and nurse for 45 irregular. each My arm legs and be on fire!	Planking
i almost did a full 1 minute plank i felt slightly shaky after	Planking
i did the planks my back abdomen was hurt	Planking
standart board o elbows straight across strong	Planking
Il just do 10 min high bank I Feel so tring	Planking
I just did four of cycles fifteen seconds My plank and arms felt shoulders sore afterwards	Planking
I just do 10 min high bank I Fill so taired	Planking
Finished doing ijust a for plank 3 minutes felt I good after doing it	Planking
I' just did a ones minute bank My arms are killing me	Planking
i did planks my abdomen was hurt	Planking
i had planked for them so goddamn long that it suffer my bones core for three daylight .	Planking
unity high did a one - the second wooden plank . my arms live shaking me and making my shoulder ache .	Planking
I did a bank in my home i' felt relax nd hayyp mood.	Planking
i did a norwegian plank school in my home i felt them relax from and happy mood .	Planking
""" "" "" "" "" "" "" I flore holded a plank fpr and minute and half de "" "" "" "" "" "" "" "" mu muckles felling 're core! stong "" "" "" "" "" "" """	Planking
I'n held a three minute plank me feel exhausted but powerful	Planking
I completed a minute static 3 hold plank. I started sweating my and began body to during tremble the exercise.	Planking
I did 3 sets of 1 minute planks and I was feeling great .	Planking
i bagan and doning iron planks . i felt suddenly very out as ofo shap , could now hardly dare breathe .	Planking
Did I a minute plank. today My body was the shivering during I exercise but it made through and felt great afterwards.	Planking
I did a minute plank today . My body was shivering during the exercise but I made it through and felt great afterwards .	Planking
I did 10 planks for 15 seconds each . I felt sore .	Planking
Jusy I my did first plank My abs on are fire!	Planking
then i did a 1 minute wooden plank i really felt shaky after	Planking
I just did four cycles of fifteen seconds plank My arms and shoulders felt sore afterwards	Planking
I di o one - minute plank. y arms air shaking and my schoulders ache.	Planking
I planked so long that for it hurt my for core three days.	Planking
I just did a one minute plank My arms are killing me	Planking
I just do 10 min high plank I Feel so tired	Planking
I did treey sets of 15 planks. I feelt sore and gldd that thy ' red over.	Planking
I just do a one minute plank My arms be killing me	Planking
I hold a trinity instand plank i'm feel spent but powerful	Planking
I just completed minutes 10 of planks My will abs be tomorrow burning	Planking
Just I 10 completed minutes of planks My abs will burning be tomorrow	Planking
I planked for so long it that my hurt core for three days.	Planking
I but did a one minute plank My sleeve are killing me	Planking
Ijust finished doing a plank for 3 minutes I felt good after doing it	Planking
I did sets 2 planks of. My were arms shaking.	Planking
I planked for so long that it hurt my core for three days .	Planking
ane a long did plank in my family i again felt like and relax happy time mode .	Planking
I did two ste of planks. My arms were sharking.	Planking
I completed 3 a minute static plank hold. started I sweating and my body to began tremble during exercise the.	Planking
