Hot but I worked through the weather on my run	run	Running
started with warm up which is running . my blood circulation reached all my muscles and there wre less chances of getting injured	running	Running
My second workout was running and just running nothing else .   My legs were sore but still I loved it	Running	Running
I AM RUNNING THREE MILES I FEEL VERY DIFFICULT IN THE FIRST WOROUT	RUNNING	Running
I ran a 3.5 mile loop , most of which was on a crushed cinder track . I was very tired , but felt strong during the last half mile .	ran	Running
I went for a long run I was tired but psyched that I got out to do something .	run	Running
I ran on the treadmill for 5 minutes . I 'm breathing hard and feel like I 'm out of shape .	treadmill	Running
I ran 1.5 miles I felt tired	ran	Running
I ran three miles . I felt so out of breath !	ran	Running
I ran 4 miles on the treadmill and it was hard .	ran	Running
I ran for 20 minutes and felt exhausted .	ran	Running
I ran one mile outside . I felt ok until later when my plantar fasciitis made it hard to walk .	ran	Running
I ran ten miles . I was really tired !	ran	Running
i ran 5 miles   tired but felt good	ran	Running
I ran on a treadmill for five minutes .   My legs feel really weak .	ran	Running
I went for a run for about two miles . It was exhausting but it was good for a bit	run	Running
I ran on the treadmill for 30 minutes . I felt determined and strong . I made sure to start out slowly and slowly go faster so I would n't tire myself out . I felt relaxed yet active and accomplished at the same time .	Ran	Running
I would run on the treadmill for 30 minutes . I felt energized .	  run	Running
I ran two miles . I feel refreshed .	ran	Running
I ran 2 miles on the treadmill . I am exhausted and really out of shape !	ran	Running
I ran for 60 minutes straight . It felt so good !	ran	Running
I ran for 30 minutes around my neighborhood It was horrible because it was very hilly .	ran	Running
I ran 4 miles on the bike trail .   I felt a little sluggish today and kept a slower pace but glad to get it done .	ran	Running
I ran a 7 minute mile . I felt spent and exhausted afterwards .	ran	Running
I just ran a 5k race ! I feel good but exhausted .	ran	Running
I ran seven miles and I felt full of energy .	ran seven miles	Running
I just ran a 100 meter race . I can not feel my legs .	ran	Running
I like to run on a treadmill I feel energized and fit	run	Running
I just ran two miles . I 'm really exhausted !	ran	Running
I went for a run on the treadmill . I was super out of breath .	run	Running
i went running and i felt great afterwards	running	Running
I Have Early Morning Go to Running . I Am Very Energetic On The Day .	Running	Running
